Unidad,Cuad,Nivel,Rasgo,Excavador,Fecha,Context,N frag.,Tamaño frag.,Length,Width,Thickness,Material,Technological Type,Debris,Platform Type,Termination,% Cortex,Portion,Modification,Weight,Notes,Foto,House_Num,Location_Type,Context_Type,Debris_Label
8,18,192-195,House 6SW Outside,JQ,15/08/23,,1,1,,,,16,,1,2,1,0,1,,0.29,MOQ-968,,House 6,Outside,Domestic,Proximal flake
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.76,MOQ-993,,,Unknown,No Context,Flake shatter
8,18,194,House 6SW Outside,CCO,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.66,MOQ-909,,House 6,Outside,Domestic,Angular debris
8,24,160-173,House 6,SCS,11/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.35,MOQ-902,,House 6,Unspecified (House),Domestic,Flake shatter
8,22,117-124,,ENHR,15/08/23,,1,1,,,,16,,1,1,2,0,1,,0.27,MOQ-906,,,Unknown,No Context,Proximal flake
8,23,156,,CCO,16/08/23,,1,1,,,,16,,1,1,0,0,2,,0.23,MOQ-1066,,,Unknown,No Context,Proximal flake
8,20,234-236,,FM/AF,7/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.57,MOQ-1154,,,Unknown,No Context,Angular debris
8,24,138-160,,SCS,9/8/2023,,1,1,,,,16,,1,1,0,0,2,,0.27,MOQ-1157,,,Unknown,No Context,Proximal flake
8,15,302-310,,RVQ,7/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.35,MOQ-1186,,,Unknown,No Context,Angular debris
8,13,248-264,Ceramic Event,SCS,9/8/2023,,1,2,,,,16,,3,0,0,0,0,,3.28,MOQ-1137,x,,Other,Ceramic Event,Angular debris
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,1,3,0,1,,0.51,MOQ-901,,House 7,Unspecified (House),Domestic,Proximal flake
8,14,300-305,Hallway,SCS,10/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.6,MOQ-1105,,,Other,Other,Angular debris
8,20,234-236,,RVQ,7/8/2023,,1,1,,,,16,,1,1,1,0,1,1,0.03,MOQ-1252,,,Unknown,No Context,Proximal flake
8,20,234-236,,RVQ,7/8/2023,,1,2,,,,16,,3,0,0,0,0,,0.92,MOQ-1253,,,Unknown,No Context,Angular debris
8,20,227-,House 6,AFA/MB,11/8/2023,,1,2,,,,16,,3,0,0,2,0,,2.47,MOQ-1262,x,House 6,Unspecified (House),Domestic,Angular debris
8,13,248-264,Ceramic Event,SCS,9/8/2023,,1,2,,,,16,,1,1,1,0,1,1,0.38,MOQ-1162,,,Other,Ceramic Event,Proximal flake
8,14,290-293,,RVQ,7/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.24,MOQ-1233,,,Unknown,No Context,Proximal flake
8,14,290-293,,RVQ,7/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.3,MOQ-1232,,,Unknown,No Context,Proximal flake
8,14,290-293,,RVQ,7/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.49,MOQ-1231,,,Unknown,No Context,Flake shatter
8,25,162-177,House 6,JQ,9/8/2023,,1,2,,,,16,,2,0,3,0,3,,0.83,MOQ-1192,,House 6,Unspecified (House),Domestic,Flake shatter
8,24,160-173,House 6,SCS,10/8/2023,,1,1,,,,16,,1,2,3,0,1,,0.64,MOQ-1074,,House 6,Unspecified (House),Domestic,Proximal flake
8,18,196,House 6SW Outside,CCO,18/08/23,,1,2,,,,16,,1,2,3,0,1,,0.4,MOQ-1032,,House 6,Outside,Domestic,Proximal flake
8,24,138-160,,SCS,9/8/2023,,1,2,17.38,12.06,4.5,16,,1,1,2,0,1,"1,2",0.77,MOQ-1108,x,,Unknown,No Context,Proximal flake
8,20,234-236,House 6,RVQ,7/8/2023,,1,1,,,,16,,1,2,2,0,1,,0.38,MOQ-1102,,House 6,Unspecified (House),Domestic,Proximal flake
8,18,192,House 6SW Outside,CCO,18/08/23,,1,1,,,,16,,1,1,3,0,1,,0.56,MOQ-991,,House 6,Outside,Domestic,Proximal flake
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,2,0,0,0,0,,0.11,MOQ-963,,House 7,Unspecified (House),Domestic,Flake shatter
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,2,0,0,2,,0.35,MOQ-961,x,House 7,Unspecified (House),Domestic,Proximal flake
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,0,2,0,3,,0.34,MOQ-962,x,House 7,Unspecified (House),Domestic,Proximal flake
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,1,0,3,0,3,,0.08,MOQ-927,,,Unknown,No Context,Proximal flake
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,3,0,0,0,0,,0.22,MOQ-928,,,Unknown,No Context,Angular debris
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,3,0,0,0,0,,0.06,MOQ-929,,,Unknown,No Context,Angular debris
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,2,0,0,1,0,,0.29,MOQ-1087,,,Unknown,No Context,Flake shatter
8,22,117-124,,EH/KR,14/08/23,,1,1,,,,16,,2,0,0,0,0,,0.23,MOQ-1088,,,Unknown,No Context,Flake shatter
8,18,192,House 6SW Outside,CCO,18/08/23,,1,1,,,,16,,1,1,3,0,1,,0.35,MOQ-955,,House 6,Outside,Domestic,Proximal flake
8,19,206-220,,SCS,11/8/2023,,1,1,,,,16,,2,1,0,0,2,,0.03,MOQ-896,,,Unknown,No Context,Flake shatter
8,22,117-124,,ENHR,15/08/23,,1,2,,,,16,,3,0,0,0,0,,0.96,MOQ-1013,,,Unknown,No Context,Angular debris
8,22,117-124,,ENHR,14/08/23,,1,1,,,,16,,3,0,0,0,0,,0.05,MOQ-943,,,Unknown,No Context,Angular debris
8,22,117-124,,ENHR,14/08/23,,1,2,,,,16,,3,0,0,0,0,,1.43,MOQ-944,x,,Unknown,No Context,Angular debris
8,22,117-124,,EH/KR,14/08/23,,1,2,,,,16,,1,1,1,0,1,,0.59,MOQ-889,,,Unknown,No Context,Proximal flake
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,2,0,0,2,,0.35,MOQ-899,,House 7,Unspecified (House),Domestic,Proximal flake
8,12,?-254,,ENHR,15/08/23,,1,1,,,,16,,3,0,0,0,0,,0.21,MOQ-732,,,Unknown,No Context,Angular debris
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,1,2,2,0,1,,0.37,MOQ-879,,House 7,Unspecified (House),Domestic,Proximal flake
8,11,?-240,House 7,ENHR,17/08/23,,1,1,,,,16,,2,1,0,0,0,,0.14,MOQ-995,,House 7,Unspecified (House),Domestic,Flake shatter
8,19,220-234,House 6,SCS,11/8/2023,,1,1,,,,16,,1,0,0,0,4,,0.53,MOQ-979,,House 6,Unspecified (House),Domestic,Proximal flake
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,1,0,0,2,2,1.0,MOQ-964,x,House 6,Unspecified (House),Domestic,Proximal flake
8,22,117-124,,EH/KR,14/08/23,,1,2,,,,16,,1,2,0,0,2,,0.61,MOQ-886,,,Unknown,No Context,Proximal flake
8,20,227-,House 6,AF/JQ,11/8/2023,,1,1,,,,16,,1,1,1,0,1,2,0.47,MOQ-1209,x,House 6,Unspecified (House),Domestic,Proximal flake
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,2,2,0,1,,0.3,MOQ-1091,,,Unknown,No Context,Proximal flake
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.23,MOQ-1093,,,Unknown,No Context,Flake shatter
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,2,0,0,2,,0.22,MOQ-1094,,,Unknown,No Context,Flake shatter
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.17,MOQ-1095,,,Unknown,No Context,Flake shatter
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,0,2,0,3,,0.15,MOQ-1098,,,Unknown,No Context,Proximal flake
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.1,MOQ-1092,,,Unknown,No Context,Flake shatter
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,1,2,0,1,,0.06,MOQ-1096,,,Unknown,No Context,Proximal flake
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,3,0,0,0,0,,0.04,MOQ-1097,,,Unknown,No Context,Angular debris
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,0,1,0,3,,0.01,MOQ-1099,,,Unknown,No Context,Proximal flake
8,18,190,House 6 Outside,CCO,18/08/23,,1,1,,,,16,,1,0,1,1,3,1,0.2,MOQ-1001,,House 6,Outside,Domestic,Proximal flake
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,1,2,0,1,,0.19,MOQ-1070,,House 6,Unspecified (House),Domestic,Proximal flake
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,2,0,0,0,0,,0.05,MOQ-1071,,House 6,Unspecified (House),Domestic,Flake shatter
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,1,2,0,1,1,0.72,MOQ-1072,x,House 6,Unspecified (House),Domestic,Proximal flake
8,19,220-234,House 6,SCS,14/08/23,,1,2,,,,16,,1,2,0,0,2,,0.58,MOQ-1073,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,227-,House 6,AFA,11/8/2023,,1,1,,,,16,,2,1,0,0,2,,0.32,MOQ-1188,,House 6,Unspecified (House),Domestic,Flake shatter
8,16,?-159,,ENHR,16/08/23,,1,2,19.0,12.6,5.69,16,4,,,1,0,,2,1.29,MOQ-1236,x,,Unknown,No Context,Missing
8,25,162-177,House 6,,,,1,1,,,,16,,1,1,3,0,1,,0.11,MOQ-1257,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,2,0,0,0,4,,0.07,MOQ-1203,,House 6,Unspecified (House),Domestic,Flake shatter
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,1,0,1,0,3,,0.09,MOQ-1205,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,2,3,0,0,2,,0.41,MOQ-1204,,House 6,Unspecified (House),Domestic,Flake shatter
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.26,MOQ-1207,,House 6,Unspecified (House),Domestic,Angular debris
8,20,227-236,House 6,JQ,8/8/2023,,1,2,,,,16,,3,0,0,0,0,1,0.6,MOQ-1206,,House 6,Unspecified (House),Domestic,Angular debris
8,14,293-300,Hallway,SCS,8/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.56,MOQ-1130,,,Other,Other,Flake shatter
8,14,293-300,Hallway,SCS,8/8/2023,,1,1,,,,16,,1,1,0,0,2,,0.49,MOQ-1131,,,Other,Other,Proximal flake
8,23,134-169,,JQ,15/08/23,,1,2,,,,16,,2,0,0,0,0,,1.05,MOQ-1015,,,Unknown,No Context,Flake shatter
8,20,234-236,,SCS,7/8/2023,,1,1>,,,,16,,3,0,0,0,0,,0.01,not-pxrf'd,,,Unknown,No Context,Angular debris
8,15,312-315,House 6,SCS,10/8/2023,,1,1,,,,16,,1,1,1,0,2,,0.14,MOQ-1135,,House 6,Unspecified (House),Domestic,Proximal flake
8,18,192-195,House 6SW Outside,JQ,14/08/23,,1,1,,,,16,,1,1,1,0,1,1,1.46,MOQ-1023,x,House 6,Outside,Domestic,Proximal flake
8,19,206-220,,SCS,7/8/2023,,1,1,,,,16,,2,2,0,0,2,,0.33,MOQ-1106,,,Unknown,No Context,Flake shatter
8,20,234-236,,RVQ,7/8/2023,,1,2,,,,16,,1,1,2,0,1,,2.06,MOQ-1134,x,,Unknown,No Context,Proximal flake
8,19,206-220,House 6,SCS,7/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.15,MOQ-1133,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,236-227,House 6,JQ,8/8/2023,,1,1,,,,16,,1,2,3,0,1,1,0.54,MOQ-1129,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,234-236,,FM/AF,7/8/2023,,1,1,,,,16,,1,0,2,0,3,,0.11,MOQ-1109,,,Unknown,No Context,Proximal flake
8,20,234-236,,FM/AF,7/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.09,MOQ-1110,,,Unknown,No Context,Proximal flake
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,2,0,0,2,,0.22,MOQ-1028,,House 6,Unspecified (House),Domestic,Proximal flake
8,19,220-234,House 6,SCS,14/08/23,,1,1,,,,16,,1,0,3,0,3,,0.13,MOQ-1012,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,227-236,House 6,JQ,8/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.63,MOQ-1114,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,234-236,,SCS,7/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.29,MOQ-1126,,,Unknown,No Context,Flake shatter
8,20,234-236,,SCS,7/8/2023,,1,1,,,,16,,2,3,0,0,2,,0.34,MOQ-1127,,,Unknown,No Context,Flake shatter
8,20,234-236,,SCS,7/8/2023,,1,1,,,,16,,1,2,0,0,2,,0.88,MOQ-1132,,,Unknown,No Context,Proximal flake
8,14,300-305,Hallway,SCS,10/8/2023,,1,1,,,,16,,1,1,1,0,1,1,0.48,MOQ-1128,x,,Other,Other,Proximal flake
8,19,206-220,House 6,SCS,4/8/2023,,1,2,,,,16,,3,0,0,0,0,,1.22,MOQ-1103,,House 6,Unspecified (House),Domestic,Angular debris
8,25,210-,House 6,AFA/F,14/08/23,,1,1,,,,16,,1,0,1,0,3,,0.17,MOQ-743,,House 6,Unspecified (House),Domestic,Proximal flake
8,24,160-173,House 6,SCS,10/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.09,MOQ-1246,,House 6,Unspecified (House),Domestic,Flake shatter
8,14,197-220,House 6,SCS,24/07/23,,1,1,,,,16,,1,2,2,0,1,,0.12,MOQ-805,,House 6,Unspecified (House),Domestic,Proximal flake
8,14,197-220,House 6,SCS,24/07/23,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-806,,House 6,Unspecified (House),Domestic,Angular debris
8,14,197-220,House 6,SCS,24/07/23,,3,1>,,,,16,,2,0,0,0,0,,0.06,not-pxrf'd,,House 6,Unspecified (House),Domestic,Flake shatter
8,19,206-220,House 6,SCS,7/8/2023,,1,2,,,,16,,1,1,2,0,1,,0.52,MOQ-1113,,House 6,Unspecified (House),Domestic,Proximal flake
8,20,227-259,House 6,AFA,14/08/23,,1,1,,,,16,,2,0,1,0,3,,0.06,MOQ-742,,House 6,Unspecified (House),Domestic,Flake shatter
8,20,227-259,House 6,AFA,14/08/23,,1,1,,,,16,,2,0,0,0,0,,0.04,MOQ-741,,House 6,Unspecified (House),Domestic,Flake shatter
8,20,227-259,House 6,AFA,14/08/23,,1,2,,,,16,,3,0,0,0,0,,1.0,MOQ-740,,House 6,Unspecified (House),Domestic,Angular debris
8,25,210,House 6,AFA/FL,14/08/23,,1,1,,,,16,,1,1,3,0,1,,0.33,MOQ-756,,House 6,Unspecified (House),Domestic,Proximal flake
8,12,?-254,,ENHR,15/08/23,,1,1,,,,16,,3,0,0,0,0,,0.15,MOQ-910,,,Unknown,No Context,Angular debris
8,12,?-254,,ENHR,15/08/23,,1,1,,,,16,,1,2,1,0,1,,0.09,MOQ-911,,,Unknown,No Context,Proximal flake
8,12,?-254,,ENHR,15/08/23,,1,2,,,,16,,1,1,2,0,1,,0.03,MOQ-912,x,,Unknown,No Context,Proximal flake
8,23,154,,CCO,16/08/23,,1,1,,,,16,,1,2,3,0,1,,0.2,MOQ-1004,,,Unknown,No Context,Proximal flake
8,10N,378-390,,EN/GD,7/8/2023,,1,1,,,,16,,2,0,2,0,3,,0.62,MOQ-1234,,,Unknown,No Context,Flake shatter
8,12,?-254,,ENHR,15/08/23,,1,1,,,,16,,1,2,2,0,1,,0.11,MOQ-1728,,,Unknown,No Context,Proximal flake
7,24,247-,House 1,RV/RVQ,7/7/2023,,1,1,,,,16,,2,0,1,0,3,,0.31,MOQ-1521,,House 1,Unspecified (House),Domestic,Flake shatter
7,23,243-246,House 1,RP/RV,7/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.18,MOQ-1522,,House 1,Unspecified (House),Domestic,Angular debris
7,30,176-195,House 1 Inside,MB/LL/R,6/7/2023,,1,2,,,,16,,1,2,3,0,1,2,0.83,MOQ-1532,,House 1,Inside,Domestic,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.35,MOQ-1533,,House 2,Outside,Domestic,Proximal flake
7,22,222-242,House 2 Inside,SCC/GDD,5/7/2023,,1,2,,,,16,,1,2,2,0,1,,0.58,MOQ-1527,,House 2,Inside,Domestic,Proximal flake
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.2,MOQ-1525,x,House 1,Outside,Domestic,Proximal flake
7,22,242-243,House 2 Inside,LL/EN,10/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.47,MOQ-1534,,House 2,Inside,Domestic,Proximal flake
7,22,242-243,House 2 Inside,LL/EN,10/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.04,MOQ-1535,,House 2,Inside,Domestic,Proximal flake
7,22,242-243,House 2 Inside,LL/EN,10/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.07,MOQ-1536,,House 2,Inside,Domestic,Proximal flake
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.16,MOQ-1517,,House 2,Unspecified (House),Domestic,Proximal flake
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.55,MOQ-1518,,House 2,Unspecified (House),Domestic,Proximal flake
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,1,1,1,0,1,,0.52,MOQ-1519,,House 2,Unspecified (House),Domestic,Proximal flake
7,35N,106-109,House 2 Outside,RVQ,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.66,MOQ-1520,,House 2,Outside,Domestic,Angular debris
7,29,163-173,House 2,RVQ,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.11,MOQ-1514,,House 2,Unspecified (House),Domestic,Angular debris
7,29,163-173,House 2,RVQ,4/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.3,MOQ-1513,,House 2,Unspecified (House),Domestic,Proximal flake
7,21E,207-232,House 2 Inside,SCC/GDD,5/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.19,MOQ-1510,,House 2,Inside,Domestic,Proximal flake
7,28,152-165,House 2 Inside Floor,SCC/GD/MB,4/7/2023,,1,2,,,,16,2,?,?,?,0,?,?,1.11,MOQ-1483,x,House 2,Inside,Domestic,Unknown
7,28,152-165,House 2 Inside Floor,SCC/GD/MB,4/7/2023,,1,3,,,,16,,1,1,1,0,1,2,0.55,MOQ-1484,x,House 2,Inside,Domestic,Proximal flake
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,1,1,1,0,1,,0.21,MOQ-1485,,,Unknown,No Context,Proximal flake
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,3,0,0,0,0,,0.59,MOQ-1486,,,Unknown,No Context,Angular debris
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,1,1,2,0,1,,0.28,MOQ-1487,,,Unknown,No Context,Proximal flake
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,2,0,0,0,0,,0.24,MOQ-1488,,,Unknown,No Context,Flake shatter
7,20,202-211,,LL,4/6/2023,,1,2,,,,16,,1,1,1,0,1,,0.17,MOQ-1489,,,Unknown,No Context,Proximal flake
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,1,1,0,0,2,,0.06,not pxrf'd,,,Unknown,No Context,Proximal flake
7,28,152-165,House 2 Inside Floor,SC/GD/MB,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.28,MOQ-1495,,House 2,Inside,Domestic,Angular debris
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.28,MOQ-1509,,,Unknown,No Context,Proximal flake
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.42,MOQ-1508,,,Unknown,No Context,Proximal flake
7,30,171-176,,RVQ,4/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.43,MOQ-1497,,,Unknown,No Context,Proximal flake
7,27,146-163,,SC/GD/MB,4/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.02,MOQ-1496,,,Unknown,No Context,Proximal flake
7,27,146-163,Wall Outside,SC/GD,4/7/2023,,1,2,,,,16,,1,1,1,0,1,,0.28,MOQ-1500,x,,Outside,Other,Proximal flake
7,27,146-163,,SC/GD/MB,4/7/2023,,1,1,,,,16,,1,0,1,0,4,,0.19,MOQ-1504,,,Unknown,No Context,Proximal flake
7,27,146-163,Wall Outside,SC/GD/MB,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.21,MOQ-1498,,,Outside,Other,Angular debris
7,19,186-192,House 3,ENHR,4/7/2023,,1,1,,,,16,,2,0,3,0,3,,0.32,MOQ-1491,,House 3,Unspecified (House),Domestic,Flake shatter
7,23E,229-,House 1 East,RP,5/7/2023,,1,1,,,,16,,2,0,3,0,3,,0.03,MOQ-1481,,House 1,Unspecified (House),Domestic,Flake shatter
7,23E,229-,House 1 East,RP,5/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.41,MOQ-1480,,House 1,Unspecified (House),Domestic,Proximal flake
7,23,243,House 1,RP,6/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.33,MOQ-1478,,House 1,Unspecified (House),Domestic,Proximal flake
7,23,243,House 1,RP,6/7/2023,,1,1,,,,16,4,,,1,0,,2,0.71,MOQ-1464,x,House 1,Unspecified (House),Domestic,Missing
7,22,222-242,House 2 Inside,SCC/GDD,5/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.53,MOQ-1494,,House 2,Inside,Domestic,Proximal flake
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,1,1,0,0,2,,0.18,MOQ-1490,,,Unknown,No Context,Proximal flake
7,23,243,House 1,RP,7/7/2023,,1,1,,,,16,4,,,1,0,,2,0.59,MOQ-1469,x,House 1,Unspecified (House),Domestic,Missing
7,22,222-242,House 2 Inside,MB,4/7/2023,,1,1,,,,16,,1,0,0,0,4,,0.03,not-pxrfd,,House 2,Inside,Domestic,Proximal flake
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.05,MOQ-1502,,,Unknown,No Context,Proximal flake
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.06,MOQ-1477,,House 1,Outside,Domestic,Angular debris
7,23,243,House 1,RP,7/7/2023,,1,1,,,,16,,1,1,1,0,1,,0.17,MOQ-1476,,House 1,Unspecified (House),Domestic,Proximal flake
7,23,243,House 1,RP,6/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.29,MOQ-1460,,House 1,Unspecified (House),Domestic,Flake shatter
7,23,243,House 1,RP,6/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.08,MOQ-1461,,House 1,Unspecified (House),Domestic,Angular debris
7,24,238-247,House 1,RP,5/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.4,MOQ-1428,,House 1,Unspecified (House),Domestic,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.27,MOQ-1420,,House 2,Outside,Domestic,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.04,not-pxrfd,,House 2,Outside,Domestic,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.28,MOQ-1387,,House 2,Outside,Domestic,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,1,3,0,1,,0.29,MOQ-1392,,House 2,Outside,Domestic,Proximal flake
7,20,202-211,,ENHR,4/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.08,MOQ-1512,,,Unknown,No Context,Proximal flake
7,26,153-166,House 2 Outside,ENHR,7/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.03,not pxrfd,,House 2,Outside,Domestic,Angular debris
7,23,243-,House 1,RP/RVQ,7/7/2023,,1,2,18.02,10.12,2.8,16,4,,1,1,0,1,2,0.43,MOQ-1465,x,House 1,Unspecified (House),Domestic,Missing
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.15,MOQ-1384,,House 2,Outside,Domestic,Proximal flake
7,30,171-176,,RVQ,4/7/2023,,1,1,,,,16,,1,1,3,0,1,,0.35,MOQ-1424,x,,Unknown,No Context,Proximal flake
7,22,220-222,,SCC/GDD,4/7/2023,,1,1,,,,16,,1,0,0,0,4,,0.12,MOQ-1425,,,Unknown,No Context,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-1389,,House 2,Outside,Domestic,Angular debris
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.18,MOQ-1390,,House 2,Outside,Domestic,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.01,not pxrfd,,House 2,Outside,Domestic,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.06,not pxrfd,,House 2,Outside,Domestic,Angular debris
7,24,173-,House 2,RP,6/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.02,MOQ-1421,,House 2,Unspecified (House),Domestic,Angular debris
7,23,243-,House 1,RP/RVQ,7/7/2023,,1,3,,,,16,,1,0,3,0,3,,1.91,MOQ-1419,x,House 1,Unspecified (House),Domestic,Proximal flake
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.32,MOQ-1381,,,Unknown,No Context,Angular debris
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.63,MOQ-1391,,House 2,Outside,Domestic,Flake shatter
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.27,MOQ-1386,,House 1,Outside,Domestic,Proximal flake
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,2,,,,16,,1,0,0,0,4,,0.53,MOQ-1385,,House 1,Outside,Domestic,Proximal flake
7,27,146-163,,SC/GD,4/7/2023,,1,2,,,,16,,1,1,0,0,2,,1.37,MOQ-1443,,,Unknown,No Context,Proximal flake
7,17,298-300,,rvq,3/6/2012,,1,1,,,,16,,1,0,3,0,3,,0.68,MOQ-1408,,,Unknown,No Context,Proximal flake
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,1,0,2,4,3,,0.62,MOQ-1382,x,,Unknown,No Context,Proximal flake
7,23,243-246,House 1,RVQ/RP,7/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.03,not pxrfd,,House 1,Unspecified (House),Domestic,Angular debris
